case_number,unit_ref,unit_build_year,case_status,case_type,case_sub_type,case_create_date
Case8218,Unit6644,2004,Resolved,Complaints,,13/05/2020 08:27
Case8219,Unit8000,2016,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 08:29
Case8220,Unit6443,2008,Resolved,Income,Account Enquiry,13/05/2020 08:37
Case8221,Unit3993,1988,Resolved,Income,Payment Deferral Request,13/05/2020 08:45
Case8222,Unit2113,2010,Resolved,Income,Direct Debit Enquiry,13/05/2020 08:48
Case8223,Unit5353,1930,Resolved,Query,,13/05/2020 09:03
Case8224,Unit503,2013,Resolved,Query,,13/05/2020 09:12
Case8225,Unit7,1930,Resolved,Query,,13/05/2020 09:21
Case8226,Unit2922,2013,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 09:22
Case8227,Unit416,1991,Resolved,Tenancy Change,,13/05/2020 09:27
Case8228,Unit2842,1965,Resolved,Service Charges,Invoice/Breakdown Request,13/05/2020 09:28
Case8229,Unit3213,1959,Resolved,Direct Maintenance,Further Information Required,13/05/2020 09:31
Case8230,Unit4971,1996,Resolved,Home Ownership,Landlord Enquiry,13/05/2020 09:31
Case8231,Unit2574,,Resolved,Income,Account Enquiry,13/05/2020 09:44
Case8232,Unit941,1993,Active,Direct Maintenance,Damp & Mould,13/05/2020 09:47
Case8233,Unit8023,2016,Resolved,Query,,13/05/2020 09:49
Case8234,Unit7406,2014,Resolved,Income,Account Enquiry,13/05/2020 09:52
Case8235,Unit7089,2008,Resolved,Income,Refund Enquiry,13/05/2020 09:59
Case8236,Unit7821,1993,Resolved,Income,Refund Enquiry,13/05/2020 10:04
Case8237,Unit723,1940,Resolved,ASB,,13/05/2020 10:08
Case8238,Unit1365,1994,Resolved,Direct Maintenance,Follow on,13/05/2020 10:12
Case8239,Unit1577,1994,Resolved,Query,,13/05/2020 10:12
Case8240,Unit8723,,Resolved,Income,Payment Deferral Request,13/05/2020 10:13
Case8241,Unit8442,1979,Resolved,Query,,13/05/2020 10:20
Case8242,Unit4339,1960,Resolved,ASB,,13/05/2020 10:30
Case8243,Unit5819,1900,Resolved,Income,Account Enquiry,13/05/2020 10:44
Case8244,Unit4982,1992,Resolved,Query,,26/06/2019 11:24
Case8245,Unit1121,2007,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 10:48
Case8246,Unit5342,1989,Resolved,Query,,13/05/2020 11:03
Case8247,Unit6434,2013,Resolved,Income,Refund Enquiry,13/05/2020 11:16
Case8248,Unit3216,2013,Resolved,Complaints,,13/05/2020 11:30
Case8249,Unit3207,1963,Resolved,ASB,,13/05/2020 11:37
Case8250,Unit7777,2008,Resolved,Income,Refund Enquiry,13/05/2020 11:40
Case8251,Unit5838,2002,Resolved,Home Ownership,Home Improvement,26/06/2019 11:34
Case8252,Unit9746,1996,Resolved,Query,,13/05/2020 11:48
Case8253,Unit2000,1960,Resolved,Income,Direct Debit Enquiry,13/05/2020 11:50
Case8254,Unit774,2013,Active,Direct Maintenance,Damp & Mould,13/05/2020 11:53
Case8255,Unit2574,,Resolved,Income,Payment Deferral Request,13/05/2020 12:04
Case8256,Unit9628,2005,Resolved,Query,,26/06/2019 11:34
Case8257,Unit5706,2012,Resolved,Income,Payment Deferral Request,13/05/2020 12:12
Case8258,Unit4538,1980,Resolved,Query,,13/05/2020 12:25
Case8259,Unit5547,1993,Resolved,Direct Maintenance,Follow on,13/05/2020 12:34
Case8260,Unit4000,1990,Resolved,Query,,13/05/2020 12:47
Case8261,Unit9955,1910,Resolved,Tenancy Change,,13/05/2020 13:19
Case8262,Unit2392,1900,Resolved,ASB,,13/05/2020 13:19
Case8263,Unit174,1970,Active,Direct Maintenance,Damp & Mould,13/05/2020 13:19
Case8264,Unit6771,1926,Resolved,Query,,26/06/2019 11:42
Case8265,Unit9648,1994,Resolved,Income,Payment Deferral Request,13/05/2020 13:22
Case8266,Unit523,2012,Active,Direct Maintenance,Damp & Mould,13/05/2020 13:23
Case8267,Unit174,1970,Resolved,Query,,13/05/2020 13:24
Case8268,Unit8608,,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 13:27
Case8269,Unit3032,2005,Resolved,Income,Account Enquiry,13/05/2020 13:30
Case8270,Unit9291,1994,Resolved,Income,Refund Enquiry,13/05/2020 13:37
Case8271,Unit2922,2013,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 13:38
Case8272,Unit7077,2008,Resolved,Query,,13/05/2020 13:48
Case8273,Unit689,1973,Resolved,ASB,,13/05/2020 13:51
Case8274,Unit544,1993,Active,Direct Maintenance,Damp & Mould,13/05/2020 13:58
Case8275,Unit3052,2003,Resolved,Direct Maintenance,Follow on,13/05/2020 14:01
Case8276,Unit2523,1992,Resolved,Query,,13/05/2020 14:08
Case8277,Unit2644,1993,Resolved,Query,,13/05/2020 14:14
Case8278,Unit7639,1991,Resolved,Query,,26/06/2019 11:47
Case8279,Unit6463,1970,Resolved,Income,Refund Enquiry,13/05/2020 14:53
Case8280,Unit4723,2007,Resolved,Tenancy Change,,13/05/2020 14:53
Case8281,Unit905,1890,Resolved,ASB,,13/05/2020 14:55
Case8282,Unit7222,1972,Resolved,Query,,13/05/2020 14:58
Case8283,Unit8540,2005,Resolved,Complaints,,13/05/2020 15:03
Case8284,Unit7516,1910,Resolved,Income,Refund Enquiry,13/05/2020 15:08
Case8285,Unit7222,1972,Resolved,Service Charges,Calculation/Apportionment Query,13/05/2020 15:10
Case8286,Unit7177,2018,Resolved,Query,,13/05/2020 15:14
Case8287,Unit8874,,Resolved,Home Ownership,Home Improvement,13/05/2020 15:25
Case8288,Unit6148,1884,Resolved,Query,,13/05/2020 15:27
Case8289,Unit43,1999,Resolved,Query,,13/05/2020 16:04
Case8290,Unit1773,2013,Resolved,MP/Councillor Enquiry,Housing Management,26/06/2019 11:50
Case8291,Unit4340,2014,Resolved,Income,IMR/PRS Enquiry,13/05/2020 16:19
Case8292,Unit3115,2013,Resolved,Query,,13/05/2020 16:31
Case8293,Unit7548,2013,Resolved,Complaints,,14/05/2020 06:26
Case8294,Unit8539,1973,Resolved,Query,,14/05/2020 07:55
Case8295,Unit1531,2008,Resolved,Query,,14/05/2020 08:12
Case8296,Unit7406,2014,Resolved,Income,Payment Enquiry,14/05/2020 08:17
Case8297,Unit3951,1890,Resolved,Query,,14/05/2020 08:19
Case8298,Unit334,2010,Resolved,MP/Councillor Enquiry,Housing Management,14/05/2020 08:33
Case8299,Unit540,1875,Resolved,Query,,14/05/2020 08:38
Case8300,Unit6014,2007,Resolved,Query,,14/05/2020 08:41
Case8301,Unit2272,1910,Resolved,Income,Payment Deferral Request,14/05/2020 08:48
Case8302,Unit6642,2017,Resolved,Income,Direct Debit Enquiry,14/05/2020 09:04
Case8303,Unit847,2015,Resolved,Complaints,,26/06/2019 11:56
Case8304,Unit9406,1899,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 09:05
Case8305,Unit7747,1992,Resolved,ASB,,14/05/2020 09:14
Case8306,Unit6230,1972,Resolved,Income,Account Enquiry,14/05/2020 09:14
Case8307,Unit4447,1967,Resolved,Query,,14/05/2020 09:16
Case8308,Unit3885,2014,Resolved,Income,Account Enquiry,14/05/2020 09:32
Case8309,Unit7843,1979,Resolved,Income,Refund Enquiry,14/05/2020 09:43
Case8310,Unit7558,1955,Resolved,Complaints,,14/05/2020 09:53
Case8311,Unit3994,,Resolved,Income,Payment Deferral Request,14/05/2020 10:04
Case8312,Unit2880,2010,Resolved,Home Ownership,Staircasing,14/05/2020 10:06
Case8313,Unit5661,1970,Resolved,Rehousing,Permanent,26/06/2019 12:04
Case8314,Unit9496,1965,Resolved,Tenancy Change,,14/05/2020 10:17
Case8315,Unit9458,1969,Resolved,Complaints,,14/05/2020 10:28
Case8316,Unit4215,2008,Resolved,Complaints,,14/05/2020 10:29
Case8317,Unit7743,2013,Resolved,Query,,14/05/2020 10:30
Case8318,Unit1348,2012,Resolved,Query,,14/05/2020 10:31
Case8319,Unit8217,2013,Resolved,Query,,14/05/2020 10:32
Case8320,Unit6494,2013,Resolved,Income,Refund Enquiry,14/05/2020 10:36
Case8321,Unit4215,2008,Resolved,Query,,14/05/2020 10:45
Case8322,Unit4480,1993,Resolved,Service Charges,Cost Dispute – Estate Services,14/05/2020 11:03
Case8323,Unit5380,,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 11:13
Case8324,Unit853,1982,Resolved,Query,,14/05/2020 11:24
Case8325,Unit4621,1984,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 11:26
Case8326,Unit6904,2017,Resolved,Query,,14/05/2020 11:29
Case8327,Unit5455,1870,Resolved,Income,UC Enquiry,14/05/2020 12:01
Case8328,Unit992,1980,Active,Direct Maintenance,Damp & Mould,14/05/2020 12:08
Case8329,Unit4013,1955,Resolved,Query,,14/05/2020 12:16
Case8330,Unit3504,2012,Resolved,Query,,14/05/2020 12:45
Case8331,Unit6193,1950,Active,Home Ownership,Lease Enquiry,14/05/2020 13:02
Case8332,Unit7427,2017,Resolved,Disrepair,Legal Disrepair,26/06/2019 12:16
Case8333,Unit9224,1951,Resolved,Query,,14/05/2020 13:05
Case8334,Unit1486,1975,Resolved,Query,,14/05/2020 13:08
Case8335,Unit6066,1965,Resolved,Direct Maintenance,Follow on,14/05/2020 13:12
Case8336,Unit8456,2005,Resolved,Query,,14/05/2020 13:13
Case8337,Unit6605,2012,Resolved,Query,,26/06/2019 12:16
Case8338,Unit7839,2005,Resolved,Income,Account Enquiry,14/05/2020 13:24
Case8339,Unit6876,1900,Resolved,Direct Maintenance,Follow on,14/05/2020 13:32
Case8340,Unit2500,1994,Resolved,Income,Account Enquiry,14/05/2020 13:42
Case8341,Unit980,1890,Resolved,MP/Councillor Enquiry,Lettings,14/05/2020 13:54
Case8342,Unit2365,1994,Resolved,Query,,14/05/2020 13:54
Case8343,Unit2922,2013,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 13:56
Case8344,Unit9799,2012,Resolved,Service Charges,Invoice/Breakdown Request,14/05/2020 14:02
Case8345,Unit534,1960,Resolved,Direct Maintenance,Complex Repairs,14/05/2020 14:15
Case8346,Unit3476,1993,Resolved,Query,,14/05/2020 14:24
Case8347,Unit4143,2003,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 14:29
Case8348,Unit1039,2015,Resolved,Income,Refund Enquiry,14/05/2020 14:30
Case8349,Unit3780,2012,Resolved,Income,Refund Enquiry,14/05/2020 14:33
Case8350,Unit1530,2003,Resolved,Service Charges,Calculation/Apportionment Query,14/05/2020 14:37
Case8351,Unit2134,1996,Resolved,Complaints,,14/05/2020 14:38
Case8352,Unit9655,1994,Resolved,Rehousing,Permanent,14/05/2020 15:01
Case8353,Unit5661,1970,Resolved,Direct Maintenance,Further Information Required,26/06/2019 12:28
Case8354,Unit662,1890,Active,ASB,,14/05/2020 15:14
Case8355,Unit7956,2014,Resolved,Service Charges,Invoice/Breakdown Request,26/06/2019 12:30
Case8356,Unit2130,1890,Resolved,Tenancy Change,,14/05/2020 15:15
Case8357,Unit8365,1980,Resolved,Direct Maintenance,Further Information Required,14/05/2020 15:19
Case8358,Unit4247,1980,Resolved,MP/Councillor Enquiry,Direct Maintenance,26/06/2019 12:31
Case8359,Unit4669,1990,Resolved,MP/Councillor Enquiry,Housing Management,14/05/2020 15:45
Case8360,Unit3696,2014,Resolved,Query,,14/05/2020 15:46
Case8361,Unit233,1910,Resolved,Query,,26/06/2019 12:35
Case8362,Unit9387,2005,Resolved,Query,,14/05/2020 16:01
Case8363,Unit5042,2012,Resolved,Query,,14/05/2020 16:44
Case8364,Unit2018,1997,Resolved,Query,,14/05/2020 17:01
Case8365,Unit7941,1960,Resolved,Complaints,,15/05/2020 06:29
Case8366,Unit3591,2005,Resolved,Complaints,,15/05/2020 06:45
Case8367,Unit9500,1899,Resolved,Complaints,,15/05/2020 07:21
Case8368,Unit5140,,Resolved,Complaints,,15/05/2020 08:12
Case8369,Unit2870,2013,Resolved,Query,,15/05/2020 08:29
Case8370,Unit6686,,Resolved,ASB,,15/05/2020 08:38
Case8371,Unit8544,2016,Resolved,Income,Refund Enquiry,15/05/2020 08:58
Case8372,Unit2418,2012,Resolved,Income,Refund Enquiry,15/05/2020 09:11
Case8373,Unit7101,2017,Resolved,Income,Direct Debit Enquiry,15/05/2020 09:17
Case8374,Unit1175,2010,Resolved,Home Ownership,Landlord Enquiry,15/05/2020 09:25
Case8375,Unit1116,1960,Resolved,ASB,,15/05/2020 09:30
Case8376,Unit2446,2016,Resolved,Home Ownership,Landlord Enquiry,15/05/2020 09:40
Case8377,Unit6028,1995,Resolved,Query,,15/05/2020 09:45
Case8378,Unit1594,2015,Resolved,Income,Refund Enquiry,15/05/2020 09:52
Case8379,Unit4215,2008,Resolved,Query,,15/05/2020 09:54
Case8380,Unit6281,1993,Resolved,Income,Account Enquiry,15/05/2020 09:58
Case8381,Unit4215,2008,Resolved,Query,,15/05/2020 10:03
Case8382,Unit463,1960,Resolved,Query,,26/06/2019 12:50
Case8383,Unit6146,2016,Resolved,Query,,15/05/2020 10:13
Case8384,Unit3352,2013,Active,Home Ownership,Subletting Homeowner,15/05/2020 10:25
Case8385,Unit6685,1954,Resolved,MP/Councillor Enquiry,Housing Management,15/05/2020 10:38
Case8386,Unit8651,1999,Resolved,Query,,15/05/2020 10:38
Case8387,Unit8513,2008,Resolved,Income,Payment Deferral Request,15/05/2020 10:39
Case8388,Unit6739,1955,Resolved,Direct Maintenance,Follow on,15/05/2020 10:40
Case8389,Unit7294,1974,Resolved,Query,,15/05/2020 10:41
Case8390,Unit2539,1890,Resolved,Query,,15/05/2020 10:43
Case8391,Unit9044,2011,Resolved,Query,,15/05/2020 10:46
Case8392,Unit6312,1919,Resolved,Death of Tenant,,15/05/2020 11:08
Case8393,Unit4863,2018,Resolved,Query,,15/05/2020 11:09
Case8394,Unit7139,1965,Resolved,Direct Maintenance,Follow on,15/05/2020 11:09
Case8395,Unit8303,2007,Resolved,Income,Refund Enquiry,15/05/2020 11:18
Case8396,Unit1989,2017,Resolved,Service Charges,Calculation/Apportionment Query,15/05/2020 11:34
Case8397,Unit6686,,Resolved,ASB,,15/05/2020 11:56
Case8398,Unit7031,1960,Resolved,Query,,15/05/2020 12:11
Case8399,Unit6607,2002,Resolved,Query,,15/05/2020 12:22
Case8400,Unit6306,1997,Resolved,Income,Payment Deferral Request,15/05/2020 12:25
Case8401,Unit9171,1999,Resolved,Income,Refund Enquiry,15/05/2020 12:34
Case8402,Unit9980,2006,Resolved,Query,,15/05/2020 12:59
Case8403,Unit636,2007,Resolved,ASB,,15/05/2020 13:01
Case8404,Unit5094,1999,Resolved,Direct Maintenance,Further Information Required,15/05/2020 13:11
Case8405,Unit7579,2016,Resolved,Income,Refund Enquiry,15/05/2020 13:12
Case8406,Unit534,1960,Resolved,ASB,,15/05/2020 13:19
Case8407,Unit3265,1970,Resolved,Query,,26/06/2019 13:03
Case8408,Unit4518,1960,Resolved,Income,Refund Enquiry,15/05/2020 13:54
Case8409,Unit3868,2012,Resolved,Query,,15/05/2020 14:00
Case8410,Unit7566,1910,Resolved,Income,Payment Deferral Request,15/05/2020 14:06
Case8411,Unit870,1825,Resolved,Query,,15/05/2020 14:07
Case8412,Unit853,1982,Active,Direct Maintenance,Damp & Mould,15/05/2020 14:09
Case8413,Unit1312,1900,Resolved,Direct Maintenance,Further Information Required,15/05/2020 14:51
Case8414,Unit7547,1890,Resolved,Complaints,,15/05/2020 14:54
Case8415,Unit4346,2007,Resolved,Direct Maintenance,Follow on,15/05/2020 14:56
Case8416,Unit4978,1880,Resolved,Query,,15/05/2020 15:00
Case8417,Unit6645,2007,Resolved,Home Ownership,Subletting Homeowner,15/05/2020 15:06
Case8418,Unit9000,1997,Resolved,Service Charges,Calculation/Apportionment Query,15/05/2020 15:06
Case8419,Unit7802,1960,Resolved,Income,Payment Deferral Request,15/05/2020 15:23
Case8420,Unit3652,2008,Resolved,Complaints,,15/05/2020 15:34
Case8421,Unit8190,1996,Resolved,Rehousing,Temporary,26/06/2019 13:15
Case8422,Unit5658,1899,Resolved,Query,,15/05/2020 15:48
Case8423,Unit8665,2016,Resolved,Service Charges,Calculation/Apportionment Query,15/05/2020 15:57
Case8424,Unit532,1993,Resolved,Query,,26/06/2019 13:17
Case8425,Unit9483,1872,Resolved,Query,,15/05/2020 19:37
Case8426,Unit5801,2002,Resolved,Query,,18/05/2020 07:25
Case8427,Unit2169,2007,Resolved,Query,,18/05/2020 07:42
Case8428,Unit1555,2016,Resolved,Complaints,,18/05/2020 07:44
Case8429,Unit3087,2008,Resolved,Query,,18/05/2020 07:52
Case8430,Unit341,1953,Resolved,ASB,,18/05/2020 08:06
Case8431,Unit1756,2004,Active,Tenancy Change,,18/05/2020 08:11
Case8432,Unit7888,2015,Active,Tenancy Change,,18/05/2020 08:11
Case8433,Unit2890,1960,Active,Tenancy Change,,18/05/2020 08:11
Case8434,Unit6389,1953,Resolved,Query,,26/06/2019 13:25
Case8435,Unit9532,1966,Active,Tenancy Change,,18/05/2020 08:12
Case8436,Unit4278,1930,Active,Tenancy Change,,18/05/2020 08:12
Case8437,Unit4531,2013,Active,Tenancy Change,,18/05/2020 08:12
Case8438,Unit2868,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8439,Unit9508,2016,Active,Tenancy Change,,18/05/2020 08:12
Case8440,Unit6873,2017,Active,Tenancy Change,,18/05/2020 08:12
Case8441,Unit3504,2012,Resolved,Query,,26/06/2019 13:31
Case8442,Unit4211,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8443,Unit5514,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8444,Unit3378,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8445,Unit7055,2001,Active,Tenancy Change,,18/05/2020 08:12
Case8446,Unit814,2015,Active,Tenancy Change,,18/05/2020 08:12
Case8447,Unit5201,2016,Active,Tenancy Change,,18/05/2020 08:12
Case8448,Unit6589,2017,Active,Tenancy Change,,18/05/2020 08:12
Case8449,Unit1629,2017,Resolved,Tenancy Change,,18/05/2020 08:12
Case8450,Unit1008,2017,Active,Tenancy Change,,18/05/2020 08:12
Case8451,Unit2619,2016,Active,Tenancy Change,,18/05/2020 08:12
Case8452,Unit824,1969,Active,Tenancy Change,,18/05/2020 08:12
Case8453,Unit8151,2015,Resolved,Query,,26/06/2019 13:35
Case8454,Unit8140,2014,Resolved,Tenancy Change,,18/05/2020 08:12
Case8455,Unit6255,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8456,Unit7127,1996,Resolved,Query,,26/06/2019 13:37
Case8457,Unit3482,2017,Active,Tenancy Change,,18/05/2020 08:12
Case8458,Unit9585,1910,Active,Tenancy Change,,18/05/2020 08:12
Case8459,Unit4466,2017,Active,Tenancy Change,,18/05/2020 08:12
Case8460,Unit2734,2017,Resolved,Tenancy Change,,18/05/2020 08:12
Case8461,Unit6273,1935,Resolved,Income,Refund Enquiry,26/06/2019 13:44
Case8462,Unit5534,1964,Active,Tenancy Change,,18/05/2020 08:12
Case8463,Unit913,2014,Active,Tenancy Change,,18/05/2020 08:12
Case8464,Unit2385,2015,Active,Tenancy Change,,18/05/2020 08:12
Case8465,Unit9361,2016,Active,Tenancy Change,,18/05/2020 08:13
Case8466,Unit837,1964,Active,Tenancy Change,,18/05/2020 08:13
Case8467,Unit8295,2016,Active,Tenancy Change,,18/05/2020 08:13
Case8468,Unit5605,1983,Active,Tenancy Change,,18/05/2020 08:13
Case8469,Unit2838,2015,Active,Tenancy Change,,18/05/2020 08:13
Case8470,Unit3734,1999,Resolved,Direct Maintenance,Follow on,26/06/2019 13:54
Case8471,Unit1014,2014,Resolved,Tenancy Change,,18/05/2020 08:13
Case8472,Unit677,2017,Resolved,Tenancy Change,,18/05/2020 08:13
Case8473,Unit1225,2017,Active,Tenancy Change,,18/05/2020 08:13
Case8474,Unit6042,1869,Active,Tenancy Change,,18/05/2020 08:13
Case8475,Unit9078,1890,Resolved,Tenancy Change,,18/05/2020 08:13
Case8476,Unit349,1977,Active,Tenancy Change,,18/05/2020 08:13
Case8477,Unit7914,1956,Active,Tenancy Change,,18/05/2020 08:13
Case8478,Unit9116,1958,Active,Tenancy Change,,18/05/2020 08:13
Case8479,Unit9310,2005,Active,Tenancy Change,,18/05/2020 08:13
Case8480,Unit7953,1980,Active,Tenancy Change,,18/05/2020 08:13
Case8481,Unit550,2012,Resolved,Tenancy Change,,18/05/2020 08:13
Case8482,Unit4141,2016,Active,Tenancy Change,,18/05/2020 08:13
Case8483,Unit7882,2015,Resolved,Tenancy Change,,18/05/2020 08:13
Case8484,Unit3630,1980,Resolved,Query,,26/06/2019 14:19
Case8485,Unit2733,2016,Resolved,Tenancy Change,,18/05/2020 08:13
Case8486,Unit9376,1994,Active,Tenancy Change,,18/05/2020 08:14
Case8487,Unit3375,1899,Active,Tenancy Change,,18/05/2020 08:14
Case8488,Unit2767,1920,Active,Tenancy Change,,18/05/2020 08:14
Case8489,Unit4408,2002,Active,Tenancy Change,,18/05/2020 08:14
Case8490,Unit8270,1974,Active,Tenancy Change,,18/05/2020 08:14
Case8491,Unit9916,1998,Active,Tenancy Change,,18/05/2020 08:14
Case8492,Unit6203,1910,Active,Tenancy Change,,18/05/2020 08:14
Case8493,Unit756,1958,Active,Tenancy Change,,18/05/2020 08:14
Case8494,Unit8181,2006,Active,Tenancy Change,,18/05/2020 08:14
Case8495,Unit2473,2015,Active,Tenancy Change,,18/05/2020 08:14
Case8496,Unit3115,2013,Active,Tenancy Change,,18/05/2020 08:14
Case8497,Unit2023,2015,Active,Tenancy Change,,18/05/2020 08:14
Case8498,Unit5622,2015,Resolved,Tenancy Change,,18/05/2020 08:14
Case8499,Unit3829,2015,Active,Tenancy Change,,18/05/2020 08:14
Case8500,Unit6327,1920,Resolved,Query,,26/06/2019 14:31
Case8501,Unit7428,,Active,Tenancy Change,,18/05/2020 08:14
Case8502,Unit6453,,Resolved,Tenancy Change,,18/05/2020 08:14
Case8503,Unit6438,1899,Active,Tenancy Change,,18/05/2020 08:14
Case8504,Unit4513,1956,Active,Tenancy Change,,18/05/2020 08:14
Case8505,Unit6600,2002,Resolved,Query,,26/06/2019 14:39
Case8506,Unit8128,1998,Active,Tenancy Change,,18/05/2020 08:14
Case8507,Unit4561,1920,Active,Tenancy Change,,18/05/2020 08:14
Case8508,Unit9258,,Active,Tenancy Change,,18/05/2020 08:14
Case8509,Unit7554,1890,Active,Tenancy Change,,18/05/2020 08:14
Case8510,Unit1563,2009,Resolved,Complaints,,26/06/2019 14:45
Case8511,Unit3993,1988,Active,Tenancy Change,,18/05/2020 08:15
Case8512,Unit9158,1890,Active,Tenancy Change,,18/05/2020 08:15
Case8513,Unit5040,2018,Active,Tenancy Change,,18/05/2020 08:15
Case8514,Unit9990,2011,Active,Tenancy Change,,18/05/2020 08:15
Case8515,Unit2905,2017,Active,Tenancy Change,,18/05/2020 08:15
Case8516,Unit3976,1950,Resolved,Query,,26/06/2019 14:53
Case8517,Unit9317,2015,Active,Tenancy Change,,18/05/2020 08:15
Case8518,Unit8197,1870,Active,Tenancy Change,,18/05/2020 08:15
Case8519,Unit886,1926,Resolved,Query,,26/06/2019 14:54
Case8520,Unit3175,2003,Active,Tenancy Change,,18/05/2020 08:15
Case8521,Unit6588,2015,Active,Tenancy Change,,18/05/2020 08:15
Case8522,Unit2256,,Active,Tenancy Change,,18/05/2020 08:15
Case8523,Unit7414,2016,Active,Tenancy Change,,18/05/2020 08:15
Case8524,Unit6450,2017,Active,Tenancy Change,,18/05/2020 08:15
Case8525,Unit2096,1860,Active,Tenancy Change,,18/05/2020 08:15
Case8526,Unit3694,1965,Resolved,MP/Councillor Enquiry,Care & Support,26/06/2019 15:01
Case8527,Unit3519,2017,Resolved,Home Ownership,Staircasing,26/06/2019 15:05
Case8528,Unit7151,1935,Active,Tenancy Change,,18/05/2020 08:15
Case8529,Unit6182,1930,Active,Tenancy Change,,18/05/2020 08:15
